PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,BAD
-2.8550669193262372,-0.5115111829499771,0.19151309445194842,-0.461536029047557,-0.7608085894579548,0.45559926108503956,0.49561781562976914,1.2845253934881082,0.017536376081653825,0.6410195768125414,1
-1.7125058047088166,-0.07322093720687181,-0.030314322295270743,-1.103906883775112,0.20793793676871258,1.0539122451749745,0.6628057597678877,1.6438617090346412,-1.0398563309072872,-0.5981442363822159,1
-3.0398935256164137,-0.5502167968638937,-0.03155955233392692,-0.5102157446378326,-0.6291057860611654,0.35759000132631436,0.6489491429107614,1.3536595116942642,0.35292513327064656,-0.030099129637614595,1
-3.2972962245711583,1.3106716646090957,-1.13689210478197,-2.027233508172742,0.30193688839738086,1.4290190509821357,0.526731364979501,-0.03999378398415918,-0.8115844521863365,1.3415033849946265,1
-0.4152178244817381,-1.728770866879692,-2.0874104658228494,1.2509416503905975,-0.11494339453400332,0.9108707125906971,0.2888098644388276,1.5780599034495884,-0.9736333450252654,0.3359429497625008,0
-2.650677368066905,-0.21837934688818222,0.1227601359962488,-0.17892090510817527,-0.7773735732137671,0.37310835966916456,0.6251170924678694,1.6912432773161592,-0.06188723622725316,0.7576716307536472,1
-2.2950664866654553,2.09584049793593,-1.6006770099309016,-2.612648774761342,0.727686085207017,2.108276597812129,0.4184598383591982,0.23601929167211688,-1.9562003167584427,0.7776428064163295,1
-2.715118673844299,-0.5770185618623019,0.311077992698509,-0.16980857290712636,-0.7193339550895972,0.434244039181646,0.7128534021982195,1.5885358653918529,-0.4839861754162602,0.6896585574588142,1
-2.2028005240757444,-0.012790354240207111,0.011284442488274439,-1.1669238078912993,0.6009648450570897,0.9522588651482246,0.594671470891459,1.4754577192436058,-0.13057769465562052,-0.920893731786571,1
-1.3319924536849452,-1.4803716000491296,-1.05061836463845,-0.23976236036641602,0.6831302661769382,-1.007743654564969,6.625684678543073,-1.6083975897843892,-0.1640748169443167,2.5765224579854342,1
-2.734613518404827,-0.5427956358785112,0.8658621814769164,-0.5136109690956332,0.13127864916656418,0.40187686210189866,0.37583137471840167,1.0943569205982178,0.5279639188017473,0.9647615345614026,1
-2.262777562230779,-1.6518239000219048,-1.7886246967112263,0.8219835361187985,1.1037307950389557,1.18619251132144,-0.32387631841357245,0.7222174639316246,-0.03574987049821553,0.7803610216516389,1
-1.879257539698329,0.33307091603129607,-0.45202689746071534,-0.5784821538772088,-0.6961848800297513,0.2600727297981762,0.5986410720014451,1.786896798453625,0.6134484908626735,0.05373123310189658,1
-0.5989424025900466,-1.1540665716573608,-0.8471405865087903,-0.4277917191237014,-0.24974429323321803,0.4974515140976563,0.9066302508415512,1.4830564267838489,0.07969486254059627,-0.2048659155460408,0
-1.5094197969100527,-0.30631395245307963,0.2233513005584966,-0.7561016445842853,-0.18427449245780353,0.7569123335734211,0.7579824301403497,1.6649889699824454,-0.8147874366083201,-0.257043190677914,1
-2.41581709369349,-0.93963375962229,0.7675309929247215,-0.8096242542640496,0.6328687450610984,0.6704564809321814,0.86993076875088,1.3245265396161974,-0.025704938963688344,-0.9028198132527104,1
-0.24899050525813804,1.454716368027764,-1.9883777955824367,-2.672644467738927,1.9689547981933468,2.505523092909512,0.23593193057615922,0.503874397162131,-1.781624688921262,0.11551457192384622,1
-3.2156210689962847,-2.0113873954161097,1.185605470268168,-1.8643623858808596,0.07708179188613476,0.7965629888646113,-0.10255474466912307,-0.827940398079395,0.8362414221112824,-0.24764785730597463,1
-2.6342736535515545,-0.1778356386107049,-0.3962801710876114,-0.4925400553977215,-1.0313345096382773,0.38764259027736114,0.5840539283541857,1.4884744145786306,0.031143157516356112,0.1848504058334274,1
